"Convenio","Libro","Titulo","Tituloconveniocorto","Objeto","Consejeria","Organismojunta","Descripcioncompetencia","Modofinanciacion","Cantidadjunta","Importetotal","Actividadescomprometidasjunta","Finicial","Ffinal","Prorrogable","Condicionesvigencia","Ffirma","Lugarfirma","FpublicacionDOE","FpublicacionBOE"
"20210897","Corporaciones Locales","","MANCOM ZONA BARROS SERVICIOS SOCIALES ADENDA","Se prorroga para el periodo comprendido desde el 1 de enero de 2022 hasta el 31 de diciembre de 2022, la vigencia del Convenio de Colaboración entre la Consejería de Sanidad y Servicios Sociales de la Jun-ta de Extremadura y la Mancomunidad Zona de Barros en la prestación de información, valoración y orientación de los servicios sociales de atención social básica, suscrito el 1 de febrero de 2021.","Sanidad y Servicios Sociales","SEPAD","","La financiación de la presente prórroga para el año 2022 asciende a la cantidad de doscientos once mil seiscientos cuarenta y ocho euros con treinta y ocho céntimos ( 211.648,38 ?), para lo cual la Consejería de Sanidad y Servicios Sociales aportará la cantidad de doscientos nueve mil quinientos treinta y un euros con noventa céntimos (209.531,90 ?), correspondiente al 99 % de la financiación de la misma. La aportación económica de la Consejería de Sanidad y Servicios Sociales para la financiación de la prórroga se realizará con cargo a los Presupuestos Generales de la Comunidad Autónoma de Extrema-dura para el año 2022, aplicación presupuestaria 110030000/G/252B/46100/CAG0000001/20160094 ?Servicios Sociales de Atención Social Básica"", con fuente de financiación Comunidad Autónoma.","209531.9000","2116.4800","la Consejería de Sanidad y Servicios Sociales aportará la cantidad de doscientos nueve mil quinientos treinta y un euros con noventa céntimos (209.531,90 ?), correspondiente al 99 % de la financiación de la misma,","2022-01-01","2022-12-31","1","Se prorroga para el periodo comprendido desde el 1 de enero de 2022 hasta el 31 de diciembre de 2022, la vigencia del Convenio de Colaboración entre la Consejería de Sanidad y Servicios Sociales de la Jun-ta de Extremadura y la Mancomunidad Zona de Barros en la prestación de información, valoración y orientación de los servicios sociales de atención social básica, suscrito el 1 de febrero de 2021.","2021-12-30","Mérida","2022-06-15",""
"20210898","Corporaciones Locales","","SANTOS MAIMONA SERVICIOS SOCIALES ADENDA","Se prorroga para el periodo comprendido desde el 1 de enero de 2022 hasta el 31 de diciembre de 2022, la vigencia del Convenio de Colaboración entre la Consejería de Sanidad y Servicios Sociales de la Junta de Extremadura y el Ayuntamiento de Santos de Maimona, los en la prestación de in-formación, valoración y orientación de los servicios sociales de atención social básica, suscrito el 28 de enero de 2021.","Sanidad y Servicios Sociales","SEPAD","","La financiación de la presente prórroga para el año 2022 asciende a la cantidad de ciento tres mil quinientos setenta y cuatro euros con diecinueve céntimos (103.574,19 ?) para lo cual la Consejería de Sanidad y Servicios Sociales aportará la cantidad de ciento dos mil quinientos treinta y ocho euros con cuarenta y cinco céntimos (102.538,45 ?), correspondiente al 99 % de la financiación de la misma. La aportación económica de la Consejería de Sanidad y Servicios Sociales para la financiación de la prórroga se realizará con cargo a los Presupuestos Generales de la Comunidad Autónoma de Extremadura para el año 2022, aplicación presupuestaria 110030000/G/252B/46000/CAG0000001/20160094 ?Servicios Sociales de Atención Social Básica"", con fuente de financiación Comunidad Autónoma.","102538.4500","1035.7400","la Consejería de Sanidad y Servicios Sociales aportará la cantidad de ciento dos mil quinientos treinta y ocho euros con cuarenta y cinco céntimos (102.538,45 ?), correspondiente al 99 % de la financiación de la misma.","2022-01-01","2022-12-31","1","Se prorroga para el periodo comprendido desde el 1 de enero de 2022 hasta el 31 de diciembre de 2022, la vigencia del Convenio de Colaboración entre la Consejería de Sanidad y Servicios Sociales de la Junta de Extremadura y el Ayuntamiento de Santos de Maimona, los en la prestación de in-formación, valoración y orientación de los servicios sociales de atención social básica, suscrito el 28 de enero de 2021.","2021-12-30","Mérida","2022-06-17",""
"20210899","Corporaciones Locales","","VALENCIA ALCÁNTARA SERVICIOS SOCIALES ADENDA","Se prorroga para el periodo comprendido desde el 1 de enero de 2022 hasta el 31 de diciembre de 2022, la vigencia del Convenio de Colaboración entre la Consejería de Sanidad y Servicios Sociales de la Junta de Extremadura y el Ayuntamiento de Valencia de Alcántara en la prestación de infor-mación, valoración y orientación de los servicios sociales de atención social básica, suscrito el 28 de enero de 2021.","Sanidad y Servicios Sociales","SEPAD","","La financiación de la presente prórroga para el año 2022 asciende a la cantidad de sesenta y nueve mil cuarenta y nueve euros con cuarenta y seis céntimos (69.049,46 ?) para lo cual la Consejería de Sanidad y Servicios Sociales aportará la cantidad de sesenta y ocho mil trescientos cincuenta y ocho euros con noventa y siete céntimos (68.358,97 ?), correspondiente al 99 % de la financiación de la misma. La aportación económica de la Consejería de Sanidad y Servicios Sociales para la financiación de la prórroga se realizará con cargo a los Presupuestos Generales de la Comunidad Autónoma de Extremadura para el año 2022, aplicación presupuestaria 110030000/G/252B/46000/CAG0000001/20160094 ?Servicios Sociales de Atención Social Básica"", con fuente de financiación Comunidad Autónoma.","68358.9700","690.4900","la Consejería de Sanidad y Servicios Sociales aportará la cantidad de sesenta y ocho mil trescien-tos cincuenta y ocho euros con noventa y siete céntimos (68.358,97 ?), correspondiente al 99 % de la financiación de la misma","2022-01-01","2022-12-31","1","Se prorroga para el periodo comprendido desde el 1 de enero de 2022 hasta el 31 de diciembre de 2022, la vigencia del Convenio de Colaboración entre la Consejería de Sanidad y Servicios Sociales de la Junta de Extremadura y el Ayuntamiento de Valencia de Alcántara en la prestación de infor-mación, valoración y orientación de los servicios sociales de atención social básica, suscrito el 28 de enero de 2021.","2021-12-30","Mérida","2022-06-17",""
"20210900","Corporaciones Locales","","BARCARROTA SERVICIOS SOCIALES ADENDA","Se prorroga para el periodo comprendido desde el 1 de enero de 2022 hasta el 31 de diciembre de 2022, la vigencia del Convenio de Colaboración entre la Consejería de Sanidad y Servicios Sociales de la Junta de Extremadura y el Ayuntamiento de Barcarrota en la prestación de información, valo-ración y orientación de los servicios sociales de atención social básica, suscrito el 29 de abril de 2021.","Sanidad y Servicios Sociales","SEPAD","","La financiación de la presente prórroga para el año 2022 asciende a la cantidad de treinta y cuatro mil quinientos veinticuatro euros con setenta y tres céntimos (34.524,73 ?) para lo cual la Conseje-ría de Sanidad y Servicios Sociales aportará la cantidad de treinta y cuatro mil ciento setenta y nueve euros con cuarenta y ocho céntimos (34.179,48 ?), correspondiente al 99 % de la financia-ción de la misma. La aportación económica de la Consejería de Sanidad y Servicios Sociales para la financiación de la prórroga se realizará con cargo a los Presupuestos Generales de la Comunidad Autónoma de Extremadura para el año 2022, aplicación presupuestaria 110030000/G/252B/46000/CAG0000001/20160094 ?Servicios Sociales de Atención Social Básica"", con fuente de financiación Comunidad Autónoma.","34179.4800","345.2500","la Consejería de Sanidad y Servicios Sociales aportará la cantidad de treinta y cuatro mil ciento setenta y nueve euros con cuarenta y ocho céntimos (34.179,48 ?), correspondiente al 99 % de la financiación de la misma,","2022-01-01","2022-12-31","1","Se prorroga para el periodo comprendido desde el 1 de enero de 2022 hasta el 31 de diciembre de 2022, la vigencia del Convenio de Colaboración entre la Consejería de Sanidad y Servicios Sociales de la Junta de Extremadura y el Ayuntamiento de Barcarrota en la prestación de información, valo-ración y orientación de los servicios sociales de atención social básica, suscrito el 29 de abril de 2021.","2021-12-30","Mérida","2022-06-09",""
"20210901","Corporaciones Locales","","MANCOM MUNICIPIOS CENTRO SERVICIO SOCIAL ADENDA","Se prorroga para el periodo comprendido desde el 1 de enero de 2022 hasta el 31 de diciembre de 2022, la vigencia del Convenio de Colaboración entre la Consejería de Sanidad y Servicios Sociales de la Junta de Extremadura y la Mancomunidad Integral de Municipios Centro en la prestación de información, valoración y orientación de los servicios sociales de atención social básica, suscrito el 29 de abril de 2021.","Sanidad y Servicios Sociales","SEPAD","","La financiación de la presente prórroga para el año 2022 asciende a la cantidad de treinta y cuatro mil setecientos noventa y cuatro euros con setenta y tres céntimos ( 34.794,73 ?), para lo cual la Con-sejería de Sanidad y Servicios Sociales aportará la cantidad de treinta y cuatro mil cuatrocientos cua-renta y seis euros con setenta y ocho céntimos (34.446,78 ?), correspondiente al 99 % de la financia-ción de la misma. La aportación económica de la Consejería de Sanidad y Servicios Sociales para la financiación de la prórroga se realizará con cargo a los Presupuestos Generales de la Comunidad Autónoma de Extre-madura para el año 2022, aplicación presupuestaria 110030000/G/252B/46100/CAG0000001/20160094 ?Servicios Sociales de Atención Social Básica"", con fuente de financiación Comunidad Autónoma.","34446.7800","347.9500","la Consejería de Sanidad y Servicios Sociales aportará la cantidad de treinta y cuatro mil cuatrocien-tos cuarenta y seis euros con setenta y ocho céntimos (34.446,78 ?), correspondiente al 99 % de la financiación de la misma","2022-01-01","2022-12-31","1","Se prorroga para el periodo comprendido desde el 1 de enero de 2022 hasta el 31 de diciembre de 2022, la vigencia del Convenio de Colaboración entre la Consejería de Sanidad y Servicios Sociales de la Junta de Extremadura y la Mancomunidad Integral de Municipios Centro en la prestación de información, valoración y orientación de los servicios sociales de atención social básica, suscrito el 29 de abril de 2021.","2021-12-30","Mérida","2022-06-14",""
"20210902","Corporaciones Locales","","ORELLANA VIEJA SERVICIOS SOCIALES ADENDA","Se prorroga para el periodo comprendido desde el 1 de enero de 2022 hasta el 31 de diciembre de 2022, la vigencia del Convenio de Colaboración entre la Consejería de Sanidad y Servicios Sociales de la Junta de Extremadura y el Ayuntamiento de Orellana la Vieja en la prestación de informa-ción, valoración y orientación de los servicios sociales de atención social básica, suscrito el 29 de abril de 2021.","Sanidad y Servicios Sociales","SEPAD","","La financiación de la presente prórroga para el año 2022 asciende a la cantidad de treinta y cuatro mil quinientos veinticuatro euros con setenta y tres céntimos (34.524,73 ?) para lo cual la Conseje-ría de Sanidad y Servicios Sociales aportará la cantidad de treinta y cuatro mil ciento setenta y nueve euros con cuarenta y ocho céntimos (34.179,48 ?), correspondiente al 99 % de la financia-ción de la misma,. La aportación económica de la Consejería de Sanidad y Servicios Sociales para la financiación de la prórroga se realizará con cargo a los Presupuestos Generales de la Comunidad Autónoma de Extremadura para el año 2022, aplicación presupuestaria 110030000/G/252B/46000/CAG0000001/20160094 ?Servicios Sociales de Atención Social Básica"", con fuente de financiación Comunidad Autónoma.","34179.4800","345.2500","la Consejería de Sanidad y Servicios Sociales aportará la cantidad de treinta y cuatro mil ciento setenta y nueve euros con cuarenta y ocho céntimos (34.179,48 ?), correspondiente al 99 % de la financiación de la misma","2022-01-01","2022-12-31","1","Se prorroga para el periodo comprendido desde el 1 de enero de 2022 hasta el 31 de diciembre de 2022, la vigencia del Convenio de Colaboración entre la Consejería de Sanidad y Servicios Sociales de la Junta de Extremadura y el Ayuntamiento de Orellana la Vieja en la prestación de informa-ción, valoración y orientación de los servicios sociales de atención social básica, suscrito el 29 de abril de 2021.","2021-12-30","","2022-06-16",""
"20210903","Corporaciones Locales","","VILLANUEVA FRESNO SERVICIOS SOCIALES ADENDA","Se prorroga para el periodo comprendido desde el 1 de enero de 2022 hasta el 31 de diciembre de 2022, la vigencia del Convenio de Colaboración entre la Consejería de Sanidad y Servicios Sociales de la Junta de Extremadura y el Ayuntamiento de Villanueva del Fresno en la prestación de infor-mación, valoración y orientación de los servicios sociales de atención social básica, suscrito el 29 de abril de 2021.","Sanidad y Servicios Sociales","SEPAD","",". La financiación de la presente prórroga para el año 2022 asciende a la cantidad de treinta y cuatro mil quinientos veinticuatro euros con setenta y tres céntimos (34.524,73 ?) para lo cual la Conseje-ría de Sanidad y Servicios Sociales aportará la cantidad de treinta y cuatro mil ciento setenta y nueve euros con cuarenta y ocho céntimos (34.179,48 ?), correspondiente al 99 % de la financia-ción de la misma. La aportación económica de la Consejería de Sanidad y Servicios Sociales para la financiación de la prórroga se realizará con cargo a los Presupuestos Generales de la Comunidad Autónoma de Extremadura para el año 2022, aplicación presupuestaria 110030000/G/252B/46000/CAG0000001/20160094 ?Servicios Sociales de Atención Social Básica"", con fuente de financiación Comunidad Autónoma.","34179.4800","345.2500","la Consejería de Sanidad y Servicios Sociales aportará la cantidad de treinta y cuatro mil ciento setenta y nueve euros con cuarenta y ocho céntimos (34.179,48 ?), correspondiente al 99 % de la financiación de la misma","2022-01-01","2022-12-31","1","Se prorroga para el periodo comprendido desde el 1 de enero de 2022 hasta el 31 de diciembre de 2022, la vigencia del Convenio de Colaboración entre la Consejería de Sanidad y Servicios Sociales de la Junta de Extremadura y el Ayuntamiento de Villanueva del Fresno en la prestación de infor-mación, valoración y orientación de los servicios sociales de atención social básica, suscrito el 29 de abril de 2021.","2021-12-30","Mérida","2022-06-20",""
"20210905","Entidades Públicas, españolas o extranjeras","","UEX, SES, SANID Y ECONOM CREACIÓN INUBE ADENDA","Modificación del punto 1 de la Cláusula Quinta del convenio. Se modifica el párrafo cuarto del punto 1 de la Cláusula Quinta del convenio, que queda redactado del siguiente modo: ?Contará con una Presidencia y una Secretaría, elegidas de entre sus miembros: La Presidencia se ejercerá, en el periodo de vigencia inicial del convenio, por uno de los representantes de la Consejería con competencias en materia de sanidad, si bien en las sucesivas prórrogas que pudieran establecerse será ejercida de forma rotatoria por uno de los representantes de la Universidad de Extremadura o de la Consejería con competencias en materia de sanidad, comenzando por la primera. La Secretaría será ejercida por el Director Científico del INUBE, que participará con voz y voto. Le corresponde la convocatoria de las reuniones en nombre de la presidencia, la elaboración de las actas y la certificación de los acuerdos tomados por el Consejo Rector, que serán comunicados a las instituciones tras la celebración de cada reunión?.","Sanidad y Servicios Sociales","","","",".0000",".0000","","2021-07-27","2023-05-24","0","","2021-07-27","Mérida","2022-11-14",""
"20210906","Entidades Públicas, españolas o extranjeras","","UEX ACTIVIDAD CONSERVACIÓN BIODIVERSIDAD ADENDA 1","Se añade a la Cláusula OCTAVA ?forma de pago?. Se modifica el primer párrafo del apartado 3 ?Aportación económica? del Anexo I.","Consejería de Transición Ecológica y Sostenibilidad","","","",".0000",".0000","","2021-01-01","2023-06-30","0","","2021-12-29","Mérida","2023-02-10",""
"20230565","Entidades Públicas, españolas o extranjeras","","UEX MEDICIÓN RADÓN CENTROS TRABAJO JUNTA EXTR ADEN","El convenio de colaboración, entre la Vicepresidencia Primera y Consejería de Hacienda y Administración pública y la Universidad de Extremadura, para la medición de radón en centros de trabajo del ámbito preventivo de Administración General de la Junta de Extremadura, se prorroga en las condiciones establecidas en el convenio inicial junto a las modificaciones que figuran en las cláusulas de segunda y tercera de este documento, por un período de un año, extendiendo su vigencia desde el 5 de septiembre de 2023 hasta el 4 de septiembre de 2024. Modificación de la cláusula octava. Modificación de la Clausula Novena","Hacienda y Administración Pública","","","Además, siendo mayor la aportación de medios realizada por la UEX, la Consejería de Hacienda y Administración Pública de la Junta de Extremadura realizará una aportación económica que permita equilibrar las aportaciones de ambas partes, compensando, en parte, los mayores costes asumidos por esta última, derivados tanto de la aportación de medios personales como materiales para la consecución de los objetivos de ambas partes, que constituyen el objeto de este convenio. El importe de dicha aportación será de 20.612,5 euros, según se detalla en la Memoria Económica que figura como Anexo I de este convenio. Dicha compensación se efectuará con cargo a la aplicación presupuestaria 100070000 y proyecto de gasto G/114A/64100 de los Presupuestos Generales de la Comunidad Autónoma de Extremadura para 2023, por importe de 16.237,50 euros y 4375 euros con cargo a la misma aplicación y proyecto de gastos de los Presupuestos Generales de la Comunidad Autónoma de Extremadura para 2024.","20612.5000",".0000","Modificación de la cláusula octava en los siguientes términos La Consejería de Hacienda y Administración Pública de la Junta de Extremadura, a través del Servicio de Salud y Prevención de Riesgos Laborales perteneciente a la Dirección General de Función Pública, aportará los medios personales necesarios para llevar a cabo la labor de dirección de los trabajos de muestreo, análisis y estudio del Radón y colaborará, de forma permanente con los profesionales de la UEX, en la realización de los estudios y análisis objeto de este convenio. Además, siendo mayor la aportación de medios realizada por la UEX, la Consejería de Hacienda y Administración Pública de la Junta de Extremadura realizará una aportación económica que permita equilibrar las aportaciones de ambas partes, compensando, en parte, los mayores costes asumidos por esta última, derivados tanto de la aportación de medios personales como materiales para la consecución de los objetivos de ambas partes, que constituyen el objeto de este convenio. El importe de dicha aportación será de 20.612,5 euros, según se detalla en la Memoria Económica que figura como Anexo I de este convenio.","2023-09-05","2024-09-04","1","El convenio de colaboración, entre la Vicepresidencia Primera y Consejería de Hacienda y Administración pública y la Universidad de Extremadura, para la medición de radón en centros de trabajo del ámbito preventivo de Administración General de la Junta de Extremadura, se prorroga en las condiciones establecidas en el convenio inicial junto a las modificaciones que figuran en las cláusulas de segunda y tercera de este documento, por un período de un año, extendiendo su vigencia desde el 5 de septiembre de 2023 hasta el 4 de septiembre de 2024.","2023-08-29","Mérida","2023-09-12",""
"20230609","Entidades Públicas, españolas o extranjeras","","CONSEJO APAREJA EXTREM COATE EFICIENCIA PRÓRROGA","Prorrogar mediante acuerdo unánime de las partes firmantes, el plazo de vigencia del Convenio formalizado el 30 de agosto de 2022, entre la extinta Consejería de Movilidad, Transporte y Vivienda y el Consejo de Colegios Profesionales de Aparejadores y Arquitectos Técnicos Extremadura, y la plena efectividad del mismo desde el día 25 de septiembre de 2023 hasta el día 24 de septiembre de 2024.","Movilidad, Transporte y Vivienda","","La Consejería de Infraestructuras, Transporte y Vivienda, en el marco de las competencias previstas en el artículo 9.1.31 del Estatuto de Autonomía de Extremadura, y de conformidad con lo dispuesto en el Decreto de la Presidenta 16/2023, de 20 de julio, por el que se modifican la denominación y las competencias de las Consejerías que conforman la Administración de la Comunidad Autónoma de Extremadura (D.O.E. nº 140, de 21 de julio), tiene atribuidas, entre otras, las competencias en materia de vivienda. En virtud del Decreto 77/2023, de 21 de julio, por el que se establece la estructura orgánica básica de la Administración de la Comunidad Autónoma de Extremadura a la Secretaria General de Vivienda, Arquitectura y Regeneración Urbana le corresponde, entre otras, la elaboración, coordinación y dinamización de estudios, planes y programas en materia de vivienda, rehabilitación y arquitectura, así como la promoción, adjudicación, calificación ayudas y planes de vivienda. Esta Secretaria General tiene atribuidas como competencias específicas, bajo la superior dirección de la persona titular de la Consejería, las relacionadas con la calidad edificatoria, eficiencia y el control técnico de la edificación e impulso de nuevas tecnologías de construcción y aquellas relativas a la regeneración, rehabilitación y renovación urbana y su desarrollo normativo. Asimismo, le corresponde ejercer las competencias atribuidas de conformidad con lo dispuesto en el artículo 5 del Decreto 238/2023, de 12 de septiembre, por el que se establece la estructura orgánica de la Consejería de Infraestructuras, Transporte y Vivienda (D.O.E. extraordinario nº3, de 16 de septiembre), relacionadas entre otros, con la calidad de la edificación, accesibilidad y eficiencia energética.","La Consejería de Infraestructuras, Transporte y Vivienda aportará una cantidad total de 12.000,00 ?, (doce mil euros) de los cuales, un importe de 4.000,00 ? (cuatro mil euros), se imputarán a la Aplicación Presupuestaria 16.03.262A.641.00 y Código de proyecto 20120184 de los Presupuestos Generales de la Comunidad Autónoma de Extremadura para el año 2023 y los 8.000,00 ? (ocho mil euros) restantes, se imputarán a la misma aplicación presupuestaria y mismo Código de proyecto de los Presupuestos Generales de la Comunidad Autónoma de Extremadura que se aprueben para el año 2024. La aportación de la Consejería de Infraestructuras, Transporte y Vivienda se hará efectiva de la siguiente forma: Año 2023............................................................ cuatro mil euros (4.000,00 Euros) Año 2024............................................................ ocho mil euros (8.000,00 Euros) El pago del objeto del Convenio se realizará en tres pagos cuatrimestrales de las misma cuantía, 4.000,00 ? (cuatro mil euros) previa justificación mediante certificación de los gastos por dicha cuantía, expedida por el Secretario del Consejo de Colegios de Aparejadores y Arquitectos Técnicos de Extremadura con el visto bueno del Presidente del Consejo; certificación a la que se acompañará las correspondientes facturas y demás justificantes de gastos realizados, debiendo aportar los justificantes de pago efectivo de los referidos gastos y facturas, que deberán presentarse ante la Consejería de Infraestructuras, Transporte y Vivienda con anterioridad al pago del importe correspondiente. Los ingresos y gastos que hayan sido justificados deberán encontrarse, en todo momento, a disposición de ser comprobados, tanto por los Servicios con competencia en materia de arquitectura de la Consejería de Infraestructuras, Transporte y Vivienda como por la Intervención General de la Junta de Extremadura.","12000.0000",".0000","Aportar una cantidad total de 12.000,00 ? para el desarrollo del proyecto.","2023-09-25","2024-09-24","2","Prorrogar mediante acuerdo unánime de las partes firmantes, el plazo de vigencia del Convenio formalizado el 30 de agosto de 2022, entre la extinta Consejería de Movilidad, Transporte y Vivienda y el Consejo de Colegios Profesionales de Aparejadores y Arquitectos Técnicos Extremadura, y la plena efectividad del mismo desde el día 25 de septiembre de 2023 hasta el día 24 de septiembre de 2024.","2023-09-22","Mérida","",""
"20230620","Entidades Públicas, españolas o extranjeras","","CICYTEX Y UEX PRÁCTICAS ACADÉMICAS EXTERNAS ADENDA","De conformidad con lo establecido en el apartado 4. b) de la DA 52ª del RDL 8/2015, de 30 de octubre, que a partir del 1 de enero de 2024, fecha de entrada en vigor de la citada DA 52ª, el cumplimiento de las obligaciones de Seguridad Social respecto de las prácticas formativas no remuneradas de los alumnos, corresponderán íntegramente a la Universidad de Extremadura responsable de la oferta formativa, asumiendo la condición de empresario en todos y cada uno de los términos recogidos en la citada disposición adicional.","Consejería de Educación, Ciencia y Formación Profesional","CICYTEX","","",".0000",".0000","","2024-01-01","2024-11-09","0","","2023-07-27","Mérida","",""
"20230651","Entidades privadas españolas o extranjeras","","FP DUAL TANY NATURE MANT ELECTRÓNICO ADENDA","Ambas partes han acordado modificar la vigencia del Convenio de colaboración contenida en la Cláusula decimonovena, ampliando la misma hasta el 17 de febrero de 2028.","Consejería de Educación, Ciencia y Formación Profesional","","","",".0000",".0000","","2024-02-17","2028-02-17","1","","2023-09-20","Mérida","",""
"20230719","Administración del Estado","Ministerio de Transportes, Movilidad y Agenda Urbana","ADIF CONSTRUCCIÓN TERMINAL EXPACIOMÉRIDA ADENDA 1","El Objeto de la presente Adenda es la modificación del Convenio de fecha 14 de junio de 2021, suscrito entre la Comunidad Autónoma de Extremadura y ADIF, para la construcción de la nueva terminal ferroviaria de mercancías intermodal en el Parque Industrial de Expaciomérida. I. De conformidad a lo dispuesto en el apartado 2.º del artículo 49.h) de la Ley 40/2015, de 1 de octubre, de Régimen Jurídico del Sector Público, las partes acuerdan la prórroga del convenio hasta el 31 de diciembre de 2023, sin perjuicio de que las obras puedan acabar antes y, en consecuencia, pueda darse por finalizado el compromiso plasmado en este documento. Tal finalización deberá recogerse en acta de la Comisión de Seguimiento. II. Es objeto de modificación la Cláusula Tercera del Convenio de fecha 9 de junio de 2021 ?Financiación de las actuaciones?, cuyo cuadro de anualidades se sustituye por el siguiente: TOTAL 2021 2022 2023 IVA incluido 18.643.913,82 ? 0,00 ? 1.035.769,09 ? 17.608.144,73 ?","Consejería de Infraestructuras, Transporte y Vivienda","","","Celebrada la 3ª comisión de seguimiento el 3 de mayo de 2023 y analizando el transcurso de la obra y trabajos pendientes se considera necesario y se acuerda la ampliación del plazo por los 4 meses que establece la cláusula sexta del Convenio. Tercero. Celebrada la 4ª comisión de seguimiento el 13 de junio de 2023, estando en ejecución el Convenio y dado el avance de actuaciones, se aprecia un desfase de las anualidades económicas previstas con la ejecución real del mismo, por lo que se considera adecuado reajustar las cuantías económicas a las previsiones de ejecución de dichas actuaciones a las anualidades, con objeto de permitir atender adecuadamente a los abonos derivados del mismo. Es objeto de modificación la Cláusula Tercera del Convenio de fecha 9 de junio de 2021 ?Financiación de las actuaciones?, cuyo cuadro de anualidades se sustituye por el siguiente: TOTAL 2021 2022 2023 IVA incluido 18.643.913,82 ? 0,00 ? 1.035.769,09 ? 17.608.144,73 ?",".0000",".0000","","2021-06-14","2023-12-31","1","","2023-08-31","Mérida","2023-11-21","2023-09-21"
"20230722","Administración del Estado","Ministerio de Transportes, Movilidad y Agenda Urbana","ADIF TERMINAL EXPACIONAVALMORAL ADENDA MODIF Nº 2","El Objeto de la presente Adenda es la prórroga y modificación nº 2 del Convenio de fecha 9 de junio de 2021, modificado el 7 de febrero de 2023, suscrito entre la Comunidad Autónoma de Extremadura y ADIF, para la construcción de la nueva terminal ferroviaria de mercancías intermodal en el Parque Industrial de Expacionavalmoral. I. De conformidad a lo dispuesto en el apartado 2.º del artículo 49.h) de la Ley 40/2015, de 1 de octubre, de Régimen Jurídico del Sector Público, las partes acuerdan la prórroga del convenio hasta el 31 de diciembre de 2023, sin perjuicio de que las obras puedan acabar antes y, en consecuencia, pueda darse por finalizado el compromiso plasmado en este documento. Tal finalización deberá recogerse en acta de la Comisión de Seguimiento. II. Es objeto de modificación la Cláusula Tercera del Convenio ?Financiación de las actuaciones?, del convenio de fecha 9 de junio de 2021 modificado mediante Adenda de 7 de febrero de 2023 cuyo cuadro de anualidades se sustituye por el siguiente: TOTAL 2021 2022 2023 IVA incluido 16.757.009,73 ? 0,00 ? 536.019,60 ? 16.220.990,13 ?","Consejería de Infraestructuras, Transporte y Vivienda","","","",".0000",".0000","","2021-06-09","2023-08-31","1","La presente Adenda se perfeccionará con su suscripción, adquiriendo el mismo plena validez y eficacia desde el momento de su inscripción, en el plazo de 5 días hábiles desde su formalización, en el Registro Electrónico estatal de Órganos e Instrumentos de Cooperación del sector público estatal, debiendo asimismo ser publicado, en el plazo de 10 días hábiles desde su formalización, en el «Boletín Oficial del Estado», sin perjuicio de su publicación facultativa en el boletín oficial de la Comunidad Autónoma de Extremadura; todo ello de conformidad con lo dispuesto en el artículo 48.8 de la Ley 40/2015, de 1 de octubre, de Régimen Jurídico del Sector Público.","2023-08-31","Mérida","2023-11-22","2023-09-21"
"20230723","Entidades Públicas, españolas o extranjeras","","CICYTEX UNIVERSIDAD SEVILLA PRÁCTICAS ADENDA","Que de conformidad con lo establecido en el apartado 4. b) de la DA 52ª del RDL 8/2015, de 30 de octubre, de la Ley General de la Seguridad Social, a partir del 1 de enero de 2024, fecha de entrada en vigor de la citada disposición adicional, el cumplimiento de las obligaciones de Seguridad Social respecto de las prácticas formativas no remuneradas curriculares de los alumnos corresponderán íntegramente a la Universidad de Sevilla, como responsable de la oferta formativa, asumiendo la condición de empresario en todos y cada uno de los términos recogidos en la citada disposición adicional. Todo ello, salvo disposición normativa contraria o acuerdo expreso de las partes, y en tanto se mantenga en vigor la disposición adicional referida. A excepción de lo relativo a las obligaciones en materia de Seguridad Social, que se adecuará a lo dispuesto en el punto anterior, continuarán siendo aplicables el resto de estipulaciones contenidas en el convenio objeto de la presente adenda, las cuales permanecerán invariables.","Consejería de Educación, Ciencia y Formación Profesional","CICYTEX","","",".0000",".0000","","2023-11-08","2024-10-23","1","","2023-11-08","Mérida","",""
